FoodID	taxonomy	Main.food.description
53204100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_brownie;Cookie_brownie_with_icing	Cookie brownie with icing
53204840	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_brownie;Cookie_brownie_reduced_fat_NS_as_to_icing	Cookie brownie reduced fat NS as to icing
53205260	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_bar;Cookie_bar_with_chocolate	Cookie bar with chocolate
53206000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip	Cookie chocolate chip
53206020	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery	Cookie chocolate chip made from home recipe or purchased at a bakery
53206030	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip_reduced_fat	Cookie chocolate chip reduced fat
53207000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_or_fudge;Cookie_chocolate_fudge_withwithout_nuts	Cookie chocolate fudge withwithout nuts
53208200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_marshmallow;Cookie_marshmallow_pie_chocolate_covered	Cookie marshmallow pie chocolate covered
53209000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sandwich;Cookie_chocolate_chocolate_sandwich_or_chocolate_coated_or_striped	Cookie chocolate chocolate sandwich or chocolate coated or striped
53209005	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sandwich;Cookie_chocolate_with_icing_or_coating	Cookie chocolate with icing or coating
53209010	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sandwich;Cookie_sugar_wafer_chocolatecovered	Cookie sugar wafer chocolatecovered
53209015	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sandwich;Cookie_chocolate_sandwich	Cookie chocolate sandwich
53209100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sandwich;Cookie_chocolate_sandwich_with_extra_filling	Cookie chocolate sandwich with extra filling
53210900	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_;Cookie_graham_cracker_sandwich_with_chocolate_and_marshmallow_filling	Cookie graham cracker sandwich with chocolate and marshmallow filling
53215500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_coconut;Cookie_coconut	Cookie coconut
53220000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_with_fruit;Cookie_fruitfilled_bar	Cookie fruitfilled bar
53220030	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_with_fruit;Cookie_fig_bar	Cookie fig bar
53220040	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_with_fruit;Cookie_fig_bar_fat_free	Cookie fig bar fat free
53222010	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_fortune_or_shell;Cookie_fortune	Cookie fortune
53224250	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_ladyfinger_or_lemon_bar;Cookie_lemon_bar	Cookie lemon bar
53225000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_macaroon;Cookie_macaroon	Cookie macaroon
53226500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_marshmallow_with_rice_cereal;Cookie_marshmallow_with_rice_cereal_no_bake	Cookie marshmallow with rice cereal no bake
53230000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_molasses;Cookie_molasses	Cookie molasses
53233000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_oatmeal;Cookie_oatmeal	Cookie oatmeal
53233010	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_oatmeal;Cookie_oatmeal_with_raisins	Cookie oatmeal with raisins
53233040	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_oatmeal;Cookie_oatmeal_reduced_fat_NS_as_to_raisins	Cookie oatmeal reduced fat NS as to raisins
53233060	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_oatmeal;Cookie_oatmeal_with_chocolate_chips	Cookie oatmeal with chocolate chips
53234000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_peanut_butter;Cookie_peanut_butter	Cookie peanut butter
53235000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_peanut_butter_sandwich;Cookie_peanut	Cookie peanut
53235500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_peanut_butter_sandwich;Cookie_with_peanut_butter_filling_chocolatecoated	Cookie with peanut butter filling chocolatecoated
53237000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_raisin;Cookie_raisin	Cookie raisin
53239000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_shortbread;Cookie_shortbread	Cookie shortbread
53239050	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_shortbread;Cookie_shortbread_with_icing_or_filling	Cookie shortbread with icing or filling
53240000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_animal;Cookie_animal	Cookie animal
53241500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_butter;Cookie_butter_or_sugar	Cookie butter or sugar
53242000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_sugar_or_toffee;Cookie_sugar_wafer	Cookie sugar wafer
53243000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_vanilla_sandwich;Cookie_vanilla_sandwich	Cookie vanilla sandwich
53243100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_vanilla_sandwich;Cookie_rich_all_chocolate_with_chocolate_filling_or_chocolate_chips	Cookie rich all chocolate with chocolate filling or chocolate chips
53244010	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_butter_with_chocolate;Cookie_butter_or_sugar_with_chocolate_icing_or_filling	Cookie butter or sugar with chocolate icing or filling
53247000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_vanilla_wafer;Cookie_vanilla_wafer	Cookie vanilla wafer
53260200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies_sugarfree;L5_;Cookie_oatmeal_sugar_free	Cookie oatmeal sugar free
53300170	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_NS;Pie_individual_size_or_tart_NFS	Pie individual size or tart NFS
53301000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_apple;Pie_apple_two_crust	Pie apple two crust
53301070	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_apple;Pie_apple_individual_size_or_tart	Pie apple individual size or tart
53301500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_apple;Pie_apple_one_crust	Pie apple one crust
53303000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_berry_not_blueberry;Pie_blackberry_two_crust	Pie blackberry two crust
53303510	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_berry_not_blueberry;Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_one_crust	Pie berry not blackberry blueberry boysenberry huckleberry raspberry or strawberry one crust
53304000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_blueberry;Pie_blueberry_two_crust	Pie blueberry two crust
53305000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_cherry_or_lemon;Pie_cherry_two_crust	Pie cherry two crust
53305010	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_cherry_or_lemon;Pie_cherry_one_crust	Pie cherry one crust
53305070	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_cherry_or_lemon;Pie_cherry_individual_size_or_tart	Pie cherry individual size or tart
53305700	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_cherry_or_lemon;Pie_lemon_not_cream_or_meringue	Pie lemon not cream or meringue
53307000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_peach_or_pear;Pie_peach_two_crust	Pie peach two crust
53311050	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_rhubarb;Pie_rhubarb_one_crust	Pie rhubarb one crust
53312000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts;L5_Pie_strawberry;Pie_strawberry_one_crust	Pie strawberry one crust
53341000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts_cream;L5_Pie_banana_cream;Pie_banana_cream	Pie banana cream
53343070	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts_cream;L5_Pie_coconut_cream;Pie_coconut_cream_individual_size_or_tart	Pie coconut cream individual size or tart
53344000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts_cream;L5_Pie_custard;Pie_custard	Pie custard
53347000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_fruit_pies_pie_tarts_cream;L5_Pie_squash;Pie_pumpkin	Pie pumpkin
53381000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_pudding_and_lemon_meringue;L5_;Pie_lemon_meringue	Pie lemon meringue
53385000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Pies_fruit_pies_pie_tarts;L4_Pies_pudding_and_lemon_meringue;L5_;Pie_pecan	Pie pecan
53410100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Cobblers;Cobbler_apple	Cobbler apple
53410800	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Cobblers;Cobbler_peach	Cobbler peach
53415120	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Crisps_and_fritters;Fritter_apple	Fritter apple
53420200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Cream_puff;Cream_puff_eclair_custard_or_cream_filled_iced	Cream puff eclair custard or cream filled iced
53430200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Crepe_or_tamale_sweet;Crepe_dessert_type_fruitfilled	Crepe dessert type fruitfilled
53440000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Strudel;Strudel_apple	Strudel apple
53450000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Turnover_or_dumpling;Turnover_or_dumpling_apple	Turnover or dumpling apple
53452400	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Filled_pastry;Pastry_puff	Pastry puff
53452420	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cobblers_eclairs_turnovers_other_pastries;L4_Cobblers_eclairs_turnovers_other_pastries;L5_Filled_pastry;Pastry_puff_custard_or_cream_filled_iced_or_not_iced	Pastry puff custard or cream filled iced or not iced
53510000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Danish_pastry;L5_;Danish_pastry_plain_or_spice	Danish pastry plain or spice
53510100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Danish_pastry;L5_;Danish_pastry_with_fruit	Danish pastry with fruit
53511000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Danish_pastry;L5_;Danish_pastry_with_cheese	Danish pastry with cheese
53520000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_NS_as_to_cake_or_yeast	Doughnut NS as to cake or yeast
53520110	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_cake_type	Doughnut cake type
53520120	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_chocolate_cake_type	Doughnut chocolate cake type
53520140	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_cake_type_chocolate_covered	Doughnut cake type chocolate covered
53520160	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_chocolate_cake_type_with_chocolate_icing	Doughnut chocolate cake type with chocolate icing
53520200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Churros	Churros
53520700	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;French_cruller	French cruller
53521100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_chocolate_raised_or_yeast_with_chocolate_icing	Doughnut chocolate raised or yeast with chocolate icing
53521110	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_raised_or_yeast	Doughnut raised or yeast
53521130	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_raised_or_yeast_chocolate_covered	Doughnut raised or yeast chocolate covered
53521140	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Doughnut;L5_;Doughnut_jelly	Doughnut jelly
53530000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_Breakfast_tart;L5_;Breakfast_tart	Breakfast tart
53542100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_;L5_;Granola_bar_oats_sugar_raisins_coconut	Granola bar oats sugar raisins coconut
53542200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Danish_breakfast_pastries_doughnuts;L4_;L5_;Granola_bar_oats_fruit_and_nuts_lowfat	Granola bar oats fruit and nuts lowfat
53610100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Coffee_cake_not_yeast;L4_;L5_;Coffee_cake_crumb_or_quickbread_type	Coffee cake crumb or quickbread type
53610170	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Coffee_cake_not_yeast;L4_;L5_;Coffee_cake_crumb_or_quickbread_type_with_fruit	Coffee cake crumb or quickbread type with fruit
53710400	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Fiber_One_Chewy_Bar	Fiber One Chewy Bar
53710500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kelloggs_NutriGrain_Cereal_Bar	Kelloggs NutriGrain Cereal Bar
53710502	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kelloggs_NutriGrain_Yogurt_Bar	Kelloggs NutriGrain Yogurt Bar
53710504	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kelloggs_NutriGrain_Fruit_and_Nut_Bar	Kelloggs NutriGrain Fruit and Nut Bar
53710700	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kelloggs_Special_K_bar	Kelloggs Special K bar
53710802	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kashi_TLC_Chewy_Granola_Bar	Kashi TLC Chewy Granola Bar
53710806	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Kashi_TLC_Crunchy_Granola_Bar	Kashi TLC Crunchy Granola Bar
53710900	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Chewy_Trail_Mix_Granola_Bar	Nature Valley Chewy Trail Mix Granola Bar
53710904	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Sweet_and_Salty_Granola_Bar	Nature Valley Sweet and Salty Granola Bar
53710906	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Crunchy_Granola_Bar	Nature Valley Crunchy Granola Bar
53711000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Quaker_Chewy_Granola_Bar	Quaker Chewy Granola Bar
53711002	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Quaker_Chewy_90_Calorie_Granola_Bar	Quaker Chewy 90 Calorie Granola Bar
53711006	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Quaker_Chewy_Dipps_Granola_Bar	Quaker Chewy Dipps Granola Bar
53711100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Quaker_Granola_Bites	Quaker Granola Bites
53712000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Snack_bar_oatmeal	Snack bar oatmeal
53712100	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_NFS	Granola bar NFS
53712200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_lowfat_NFS	Granola bar lowfat NFS
53712210	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_nonfat	Granola bar nonfat
53714200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_chocolatecoated_NFS	Granola bar chocolatecoated NFS
53714220	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_with_nuts_chocolatecoated	Granola bar with nuts chocolatecoated
53714230	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_oats_nuts_coated_with_non_chocolate_coating	Granola bar oats nuts coated with non chocolate coating
53714250	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_coated_with_non_chocolate_coating	Granola bar coated with non chocolate coating
53714400	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_with_rice_cereal	Granola bar with rice cereal
53714500	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Breakfast_bar_NFS	Breakfast bar NFS
53714510	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Breakfast_bar_date_with_yogurt_coating	Breakfast bar date with yogurt coating
53714520	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Breakfast_bar_cereal_crust_with_fruit_filling_lowfat	Breakfast bar cereal crust with fruit filling lowfat
53720200	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;Clif_Bar	Clif Bar
53720300	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;PowerBar_fortified_high_energy_bar	PowerBar fortified high energy bar
53720700	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;Tigers_Milk_bar	Tigers Milk bar
53720800	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;Zone_Perfect_Classic_Crunch_nutrition_bar	Zone Perfect Classic Crunch nutrition bar
53729000	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;Nutrition_bar_or_meal_replacement_bar_NFS	Nutrition bar or meal replacement bar NFS
53729000.1	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Nutrition_bars_protein_energy_meal;L5_;High_protein_bar_candy_like_soy_and_milk_base	High protein bar candy like soy and milk base
54101010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Sweet_crackers;L4_;L5_;Cracker_animal	Cracker animal
54102010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Sweet_crackers;L4_;L5_;Crackers_graham	Crackers graham
54202010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Low_sodium_crackers;L4_;L5_;Crackers_saltine_low_sodium	Crackers saltine low sodium
54204010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Low_sodium_crackers;L4_;L5_;Cracker_100_whole_wheat_low_sodium	Cracker 100 whole wheat low sodium
54210010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Low_sodium_crackers;L4_;L5_;Cracker_multigrain_low_sodium	Cracker multigrain low sodium
54301000	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_snack;Cracker_snack	Cracker snack
54304000	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_cheese;Cracker_cheese	Cracker cheese
54304150	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_cheese;Cracker_cheese_whole_grain	Cracker cheese whole grain
54304500	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_cheese;Cracker_high_fiber_no_added_fat	Cracker high fiber no added fat
54305500	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Crispbread_wheat;Crispbread_wheat_or_rye_extra_crispy	Crispbread wheat or rye extra crispy
54309000	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Crackers_oat;Crackers_oat	Crackers oat
54313000	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Crackers_oyster;Crackers_oyster	Crackers oyster
54319000	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_rice;Crackers_rice	Crackers rice
54319010	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Nonsweet_crackers;L4_Nonsweet_crackers;L5_Cracker_rice;Puffed_rice_cake	Puffed rice cake
